latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.738136,-74.04254,51.0,-14400,America/New_York,EDT

time,temperature_2m (°F),relative_humidity_2m (%),apparent_temperature (°F),precipitation (inch),weather_code (wmo code)
2024-08-01T07:00,72.3,92,78.9,0.000,0
2024-08-01T08:00,78.0,79,85.6,0.000,0
2024-08-01T09:00,83.6,62,89.8,0.000,0
2024-08-01T10:00,86.7,52,91.7,0.000,0
2024-08-01T11:00,88.8,48,94.8,0.000,0
2024-08-01T12:00,90.9,45,97.2,0.000,0
2024-08-01T13:00,93.1,43,99.9,0.000,0
2024-08-01T14:00,94.4,42,100.4,0.000,1
2024-08-01T15:00,94.1,41,99.1,0.000,1
2024-08-01T16:00,92.6,44,97.3,0.000,0
2024-08-01T17:00,88.8,57,93.2,0.004,51
2024-08-01T18:00,87.3,61,92.1,0.000,1
2024-08-01T19:00,85.2,68,91.7,0.000,0
2024-08-01T20:00,82.0,75,89.3,0.000,0
2024-08-01T21:00,79.2,83,87.6,0.000,1
2024-08-01T22:00,77.9,85,86.1,0.000,1
2024-08-01T23:00,78.2,82,86.5,0.000,1
2024-08-02T00:00,78.4,82,85.8,0.000,0
2024-08-02T01:00,77.6,85,84.4,0.047,55
2024-08-02T02:00,78.6,78,86.6,0.004,51
2024-08-02T03:00,76.2,86,83.6,0.004,51
2024-08-02T04:00,75.1,90,82.0,0.000,1
2024-08-02T05:00,74.3,90,81.0,0.000,1
2024-08-02T06:00,74.4,89,81.1,0.000,1
2024-08-02T07:00,76.7,84,83.7,0.000,1
2024-08-02T08:00,79.1,79,87.0,0.000,0
2024-08-02T09:00,80.4,73,87.0,0.083,61
2024-08-02T10:00,85.3,65,93.6,0.000,1
2024-08-02T11:00,89.4,58,97.0,0.000,2
2024-08-02T12:00,90.5,56,97.3,0.000,1
2024-08-02T13:00,90.5,56,97.6,0.008,51
2024-08-02T14:00,91.1,52,97.4,0.000,1
2024-08-02T15:00,85.3,64,89.3,0.106,63
2024-08-02T16:00,86.5,62,95.1,0.024,53
2024-08-02T17:00,81.7,74,87.1,0.051,61
2024-08-02T18:00,79.2,85,88.6,0.063,61
2024-08-02T19:00,79.4,85,88.1,0.000,0
2024-08-02T20:00,76.9,90,84.0,0.004,51
2024-08-02T21:00,78.5,88,87.2,0.000,0
2024-08-02T22:00,76.8,94,85.8,0.000,0
2024-08-02T23:00,75.0,95,83.1,0.000,0
2024-08-03T00:00,75.9,94,83.7,0.000,1
2024-08-03T01:00,75.6,93,83.5,0.000,1
2024-08-03T02:00,75.2,94,83.2,0.000,2
2024-08-03T03:00,75.2,93,83.0,0.000,3
2024-08-03T04:00,74.9,94,83.1,0.004,51
2024-08-03T05:00,74.5,96,82.0,0.000,1
2024-08-03T06:00,74.0,96,80.7,0.000,0
2024-08-03T07:00,75.0,94,81.8,0.000,0
2024-08-03T08:00,77.1,88,84.7,0.000,0
2024-08-03T09:00,81.3,77,88.9,0.000,1
2024-08-03T10:00,85.0,65,91.2,0.000,1
2024-08-03T11:00,87.3,61,94.6,0.000,1
2024-08-03T12:00,89.3,56,96.8,0.000,1
2024-08-03T13:00,91.0,54,98.3,0.000,1
2024-08-03T14:00,91.2,54,98.5,0.004,51
2024-08-03T15:00,86.8,65,96.3,0.244,63
2024-08-03T16:00,81.6,78,86.8,0.189,63
2024-08-03T17:00,81.7,77,87.8,0.008,51
2024-08-03T18:00,83.3,72,91.3,0.004,51
2024-08-03T19:00,80.9,77,87.7,0.004,51
2024-08-03T20:00,78.3,82,85.1,0.000,1
2024-08-03T21:00,76.4,94,85.7,0.047,55
2024-08-03T22:00,75.2,91,83.2,0.000,1
2024-08-03T23:00,74.5,95,81.5,0.012,51
2024-08-04T00:00,74.3,96,82.4,0.008,51
2024-08-04T01:00,73.5,96,80.0,0.000,3
2024-08-04T02:00,73.9,96,81.2,0.000,3
2024-08-04T03:00,74.1,97,81.2,0.000,2
2024-08-04T04:00,73.6,97,80.2,0.000,2
2024-08-04T05:00,73.3,97,80.8,0.000,2
2024-08-04T06:00,73.4,96,80.6,0.004,51
2024-08-04T07:00,73.5,95,79.3,0.000,1
2024-08-04T08:00,74.7,91,80.1,0.000,1
2024-08-04T09:00,76.1,84,80.7,0.008,51
2024-08-04T10:00,75.3,86,80.8,0.020,53
2024-08-04T11:00,75.4,88,81.4,0.067,61
2024-08-04T12:00,74.5,89,79.3,0.315,65
2024-08-04T13:00,76.4,85,81.8,0.012,51
2024-08-04T14:00,80.4,73,85.3,0.004,51
2024-08-04T15:00,81.9,72,88.3,0.008,51
2024-08-04T16:00,82.5,70,88.0,0.004,51
2024-08-04T17:00,76.6,82,82.3,0.091,61
2024-08-04T18:00,77.0,81,82.5,0.000,1
2024-08-04T19:00,77.4,82,83.3,0.000,1
2024-08-04T20:00,75.6,87,82.1,0.000,1
2024-08-04T21:00,76.0,88,81.6,0.000,0
2024-08-04T22:00,75.2,89,80.9,0.000,0
2024-08-04T23:00,74.6,92,80.6,0.000,0
2024-08-05T00:00,74.2,92,79.9,0.000,0
2024-08-05T01:00,73.5,93,79.6,0.000,0
2024-08-05T02:00,72.9,92,78.9,0.000,0
2024-08-05T03:00,71.7,92,77.7,0.000,0
2024-08-05T04:00,70.5,92,75.6,0.000,0
2024-08-05T05:00,69.8,90,74.2,0.000,0
2024-08-05T06:00,68.3,90,71.8,0.000,0
2024-08-05T07:00,71.6,82,75.2,0.000,0
2024-08-05T08:00,75.4,74,80.0,0.000,0
2024-08-05T09:00,80.0,64,84.5,0.000,0
2024-08-05T10:00,83.1,56,87.5,0.000,0
2024-08-05T11:00,85.6,50,91.9,0.000,0
2024-08-05T12:00,87.7,45,95.5,0.000,0
2024-08-05T13:00,89.2,43,96.0,0.000,1
2024-08-05T14:00,88.7,46,92.7,0.000,1
2024-08-05T15:00,88.7,46,92.5,0.000,0
2024-08-05T16:00,85.2,57,87.9,0.000,1
2024-08-05T17:00,83.6,69,87.6,0.000,1
2024-08-05T18:00,85.5,69,92.0,0.000,1
2024-08-05T19:00,86.1,51,87.4,0.000,1
2024-08-05T20:00,82.4,66,85.7,0.000,1
2024-08-05T21:00,81.2,70,87.1,0.000,1
2024-08-05T22:00,78.8,70,84.0,0.000,1
2024-08-05T23:00,77.4,71,81.4,0.000,1
2024-08-06T00:00,76.9,72,80.1,0.000,0
2024-08-06T01:00,76.2,73,79.3,0.000,0
2024-08-06T02:00,75.5,76,79.1,0.000,0
2024-08-06T03:00,74.7,80,78.9,0.000,0
2024-08-06T04:00,74.3,83,78.7,0.000,0
2024-08-06T05:00,73.3,87,78.9,0.000,0
2024-08-06T06:00,72.6,91,78.7,0.000,0
2024-08-06T07:00,74.3,89,80.3,0.000,0
2024-08-06T08:00,77.4,83,83.8,0.000,0
2024-08-06T09:00,81.6,79,88.8,0.000,1
2024-08-06T10:00,84.1,72,92.5,0.000,1
2024-08-06T11:00,85.9,68,95.6,0.008,51
2024-08-06T12:00,88.0,63,98.3,0.008,51
2024-08-06T13:00,90.3,56,99.6,0.008,51
2024-08-06T14:00,87.4,61,93.7,0.051,61
2024-08-06T15:00,78.7,90,85.5,0.681,65
2024-08-06T16:00,78.7,87,87.7,0.165,63
2024-08-06T17:00,78.9,84,87.1,0.020,53
2024-08-06T18:00,78.1,82,84.5,0.094,61
2024-08-06T19:00,77.3,85,84.9,0.016,51
2024-08-06T20:00,74.7,94,80.8,0.055,61
2024-08-06T21:00,73.3,94,78.7,0.075,61
2024-08-06T22:00,71.9,95,77.3,0.134,63
2024-08-06T23:00,71.4,96,75.3,0.161,63
2024-08-07T00:00,71.7,98,75.7,0.217,63
2024-08-07T01:00,71.7,97,77.8,0.067,61
2024-08-07T02:00,71.4,98,77.7,0.043,55
2024-08-07T03:00,71.5,97,77.4,0.024,53
2024-08-07T04:00,71.5,97,77.4,0.000,3
2024-08-07T05:00,71.0,97,76.6,0.000,3
2024-08-07T06:00,69.7,95,72.7,0.004,51
2024-08-07T07:00,68.9,93,71.2,0.016,51
2024-08-07T08:00,68.1,91,69.2,0.004,51
2024-08-07T09:00,67.4,90,67.5,0.028,53
2024-08-07T10:00,67.2,86,66.2,0.004,51
2024-08-07T11:00,68.2,82,67.4,0.000,3
2024-08-07T12:00,69.9,78,69.7,0.000,3
2024-08-07T13:00,72.2,74,72.3,0.000,3
2024-08-07T14:00,72.5,73,72.1,0.000,3
2024-08-07T15:00,71.9,74,71.6,0.000,3
2024-08-07T16:00,71.5,75,70.7,0.000,3
2024-08-07T17:00,70.7,76,70.0,0.004,51
2024-08-07T18:00,70.5,77,70.2,0.008,51
2024-08-07T19:00,69.8,78,69.7,0.000,3
2024-08-07T20:00,69.1,79,69.5,0.000,3
2024-08-07T21:00,65.5,94,66.8,0.280,63
2024-08-07T22:00,65.3,94,66.6,0.067,61
2024-08-07T23:00,65.2,94,67.1,0.181,63
2024-08-08T00:00,64.9,94,66.1,0.024,53
2024-08-08T01:00,64.6,94,66.6,0.016,51
2024-08-08T02:00,64.4,96,66.6,0.035,53
2024-08-08T03:00,64.4,96,66.0,0.024,53
2024-08-08T04:00,64.8,92,65.8,0.004,51
2024-08-08T05:00,65.0,94,66.4,0.000,3
2024-08-08T06:00,65.3,95,66.7,0.000,3
2024-08-08T07:00,66.2,93,67.4,0.000,3
2024-08-08T08:00,68.0,88,68.9,0.000,3
2024-08-08T09:00,68.0,84,68.7,0.000,3
2024-08-08T10:00,68.9,83,69.5,0.000,3
2024-08-08T11:00,69.8,83,70.6,0.016,51
2024-08-08T12:00,71.7,80,72.1,0.004,51
2024-08-08T13:00,71.5,83,71.8,0.004,51
2024-08-08T14:00,72.0,83,72.8,0.008,51
2024-08-08T15:00,73.1,82,73.8,0.000,3
2024-08-08T16:00,73.8,82,74.4,0.004,51
2024-08-08T17:00,73.0,84,74.8,0.000,3
2024-08-08T18:00,72.3,87,74.0,0.004,51
2024-08-08T19:00,72.2,89,74.7,0.020,53
2024-08-08T20:00,71.5,95,75.3,0.031,53
2024-08-08T21:00,68.9,95,71.0,0.008,51
2024-08-08T22:00,68.7,96,71.0,0.008,51
2024-08-08T23:00,69.4,96,72.3,0.016,51
2024-08-09T00:00,71.4,97,75.7,0.000,2
2024-08-09T01:00,72.8,97,78.0,0.016,51
2024-08-09T02:00,73.3,95,78.2,0.055,61
2024-08-09T03:00,74.1,95,79.1,0.008,51
2024-08-09T04:00,73.4,96,79.1,0.020,53
2024-08-09T05:00,71.7,98,76.4,0.047,55
2024-08-09T06:00,72.1,97,74.3,0.008,51
2024-08-09T07:00,72.8,95,74.9,0.008,51
2024-08-09T08:00,72.2,95,75.2,0.295,63
2024-08-09T09:00,76.3,89,77.8,0.016,51
2024-08-09T10:00,76.6,88,79.6,0.020,53
2024-08-09T11:00,81.2,80,83.3,0.004,51
2024-08-09T12:00,82.7,73,82.3,0.000,1
2024-08-09T13:00,82.2,75,82.1,0.122,63
2024-08-09T14:00,83.0,75,82.9,0.020,53
2024-08-09T15:00,82.4,76,81.4,0.004,51
2024-08-09T16:00,80.6,79,80.8,0.047,55
2024-08-09T17:00,76.1,89,78.0,0.106,63
2024-08-09T18:00,76.7,91,80.2,0.087,61
2024-08-09T19:00,76.8,90,80.4,0.031,53
2024-08-09T20:00,76.1,91,80.4,0.004,51
2024-08-09T21:00,76.2,91,80.9,0.004,51
2024-08-09T22:00,75.4,93,80.2,0.008,51
2024-08-09T23:00,75.0,94,80.4,0.004,51
2024-08-10T00:00,74.3,96,80.1,0.008,51
2024-08-10T01:00,73.8,97,80.0,0.031,53
2024-08-10T02:00,73.8,97,79.7,0.000,1
2024-08-10T03:00,73.4,97,79.7,0.000,3
2024-08-10T04:00,73.3,94,79.4,0.000,0
2024-08-10T05:00,72.0,94,77.5,0.000,0
2024-08-10T06:00,70.8,92,75.2,0.000,0
2024-08-10T07:00,70.9,89,74.4,0.000,0
2024-08-10T08:00,72.4,84,76.4,0.000,0
2024-08-10T09:00,75.5,78,79.5,0.000,0
2024-08-10T10:00,78.2,70,81.9,0.000,0
2024-08-10T11:00,80.7,58,83.8,0.000,0
2024-08-10T12:00,81.9,52,84.8,0.000,0
2024-08-10T13:00,82.5,52,86.0,0.000,0
2024-08-10T14:00,84.1,49,87.2,0.000,1
2024-08-10T15:00,84.5,49,86.3,0.000,0
2024-08-10T16:00,84.8,47,85.5,0.000,0
2024-08-10T17:00,84.2,46,83.6,0.000,0
2024-08-10T18:00,82.9,51,84.1,0.000,0
2024-08-10T19:00,80.2,59,83.4,0.000,0
2024-08-10T20:00,75.8,63,78.0,0.000,1
2024-08-10T21:00,75.1,71,78.4,0.000,1
2024-08-10T22:00,74.1,74,77.1,0.000,1
2024-08-10T23:00,72.6,72,74.4,0.000,1
2024-08-11T00:00,70.5,71,71.7,0.000,0
2024-08-11T01:00,69.0,71,69.7,0.000,0
2024-08-11T02:00,68.2,71,68.4,0.000,1
2024-08-11T03:00,68.2,70,68.7,0.000,2
2024-08-11T04:00,68.0,71,68.2,0.000,1
2024-08-11T05:00,66.9,75,67.8,0.000,1
2024-08-11T06:00,66.0,78,66.8,0.000,1
2024-08-11T07:00,66.1,81,67.6,0.000,1
2024-08-11T08:00,68.4,78,70.9,0.000,1
2024-08-11T09:00,72.4,69,75.0,0.000,1
2024-08-11T10:00,75.0,61,77.4,0.000,1
2024-08-11T11:00,76.7,57,79.7,0.000,0
2024-08-11T12:00,78.4,55,83.1,0.000,2
2024-08-11T13:00,79.3,52,83.3,0.000,2
2024-08-11T14:00,79.7,48,81.0,0.000,1
2024-08-11T15:00,81.2,47,83.1,0.000,1
2024-08-11T16:00,81.1,44,79.5,0.000,0
2024-08-11T17:00,80.6,40,76.6,0.000,0
2024-08-11T18:00,79.7,41,76.7,0.000,1
2024-08-11T19:00,77.1,47,75.7,0.000,0
2024-08-11T20:00,74.3,49,71.6,0.000,0
2024-08-11T21:00,71.4,67,72.7,0.000,1
2024-08-11T22:00,71.3,60,69.5,0.000,0
2024-08-11T23:00,69.2,66,68.1,0.000,0
2024-08-12T00:00,68.3,65,67.1,0.000,0
2024-08-12T01:00,66.7,71,66.9,0.000,0
2024-08-12T02:00,63.9,83,64.5,0.000,0
2024-08-12T03:00,63.5,85,64.7,0.000,0
2024-08-12T04:00,62.0,91,63.3,0.000,1
2024-08-12T05:00,61.2,94,62.5,0.000,1
2024-08-12T06:00,61.7,94,63.5,0.000,1
2024-08-12T07:00,64.0,89,65.4,0.000,0
2024-08-12T08:00,67.8,79,69.3,0.000,0
2024-08-12T09:00,72.3,65,73.7,0.000,0
2024-08-12T10:00,74.9,55,74.9,0.000,0
2024-08-12T11:00,76.6,49,76.8,0.000,1
2024-08-12T12:00,77.5,47,76.7,0.000,1
2024-08-12T13:00,78.0,46,76.5,0.000,1
2024-08-12T14:00,78.7,44,76.6,0.000,1
2024-08-12T15:00,79.1,43,76.2,0.000,1
2024-08-12T16:00,78.3,45,75.1,0.000,1
2024-08-12T17:00,78.8,45,76.4,0.000,0
2024-08-12T18:00,78.4,45,76.1,0.000,0
2024-08-12T19:00,76.2,51,75.6,0.000,0
2024-08-12T20:00,72.8,58,72.4,0.000,0
2024-08-12T21:00,69.8,65,69.7,0.000,0
2024-08-12T22:00,68.3,69,67.9,0.000,0
2024-08-12T23:00,66.2,73,66.0,0.000,0
2024-08-13T00:00,64.7,75,64.2,0.000,0
2024-08-13T01:00,63.8,77,63.2,0.000,0
2024-08-13T02:00,63.1,80,62.7,0.000,0
2024-08-13T03:00,61.8,84,61.9,0.000,0
2024-08-13T04:00,61.3,85,61.2,0.000,0
2024-08-13T05:00,61.7,83,60.7,0.000,0
2024-08-13T06:00,61.4,82,60.1,0.000,0
2024-08-13T07:00,62.6,81,61.8,0.000,0
2024-08-13T08:00,66.1,76,66.2,0.000,0
2024-08-13T09:00,69.6,69,70.4,0.000,0
2024-08-13T10:00,72.5,63,73.5,0.000,0
2024-08-13T11:00,74.8,56,75.8,0.000,0
2024-08-13T12:00,77.0,51,77.8,0.000,0
2024-08-13T13:00,78.1,47,77.7,0.000,1
2024-08-13T14:00,79.4,42,78.7,0.000,1
2024-08-13T15:00,80.4,41,79.7,0.000,2
2024-08-13T16:00,80.3,40,77.8,0.000,1
2024-08-13T17:00,79.6,41,77.4,0.000,1
2024-08-13T18:00,79.6,41,78.0,0.000,0
2024-08-13T19:00,76.8,56,78.7,0.000,0
2024-08-13T20:00,71.1,65,71.7,0.000,0
2024-08-13T21:00,72.1,68,73.8,0.000,1
2024-08-13T22:00,68.1,83,70.6,0.000,1
2024-08-13T23:00,67.1,87,70.5,0.000,0
2024-08-14T00:00,65.8,90,68.9,0.000,0
2024-08-14T01:00,65.7,85,67.6,0.000,0
2024-08-14T02:00,65.3,84,66.4,0.000,0
2024-08-14T03:00,64.8,85,65.9,0.000,1
2024-08-14T04:00,64.4,86,65.6,0.000,1
2024-08-14T05:00,63.8,88,65.2,0.000,1
2024-08-14T06:00,63.4,90,64.8,0.000,0
2024-08-14T07:00,65.4,85,66.2,0.000,0
2024-08-14T08:00,68.9,79,70.3,0.000,0
2024-08-14T09:00,73.0,71,74.6,0.000,0
2024-08-14T10:00,76.8,65,79.2,0.000,0
2024-08-14T11:00,79.5,55,82.7,0.000,1
2024-08-14T12:00,80.5,46,81.1,0.000,0
2024-08-14T13:00,82.0,41,82.7,0.000,0
2024-08-14T14:00,82.5,39,82.6,0.000,0
2024-08-14T15:00,83.0,37,82.4,0.000,0
2024-08-14T16:00,82.6,36,80.0,0.000,0
2024-08-14T17:00,82.1,39,79.8,0.000,0
2024-08-14T18:00,80.8,43,79.4,0.000,0
2024-08-14T19:00,78.1,54,79.8,0.000,0
2024-08-14T20:00,74.0,62,75.4,0.000,0
2024-08-14T21:00,71.6,71,73.7,0.000,0
2024-08-14T22:00,69.8,79,73.1,0.004,51
2024-08-14T23:00,68.7,81,71.0,0.000,0
2024-08-15T00:00,67.8,84,70.4,0.000,0
2024-08-15T01:00,67.1,84,69.3,0.000,0
2024-08-15T02:00,66.2,86,68.5,0.000,0
2024-08-15T03:00,64.8,91,67.4,0.000,0
2024-08-15T04:00,63.3,95,65.6,0.000,0
2024-08-15T05:00,62.8,96,65.2,0.000,0
2024-08-15T06:00,62.6,95,65.0,0.000,0
2024-08-15T07:00,65.0,90,67.2,0.000,0
2024-08-15T08:00,69.1,81,72.3,0.000,0
2024-08-15T09:00,74.3,70,77.0,0.000,0
2024-08-15T10:00,78.2,60,80.7,0.000,0
2024-08-15T11:00,81.4,51,84.9,0.000,0
2024-08-15T12:00,83.5,43,87.0,0.000,1
2024-08-15T13:00,84.0,41,86.4,0.000,0
2024-08-15T14:00,85.1,39,88.0,0.000,0
2024-08-15T15:00,85.8,37,87.5,0.000,0
2024-08-15T16:00,86.2,36,86.5,0.000,0
2024-08-15T17:00,85.6,37,84.6,0.000,0
2024-08-15T18:00,84.4,39,84.0,0.000,0
2024-08-15T19:00,81.7,54,85.4,0.000,0
2024-08-15T20:00,77.7,57,79.1,0.000,0
2024-08-15T21:00,75.7,60,77.1,0.000,0
2024-08-15T22:00,73.2,67,75.4,0.000,0
2024-08-15T23:00,70.7,79,73.6,0.000,0
2024-08-16T00:00,68.9,84,71.6,0.000,0
2024-08-16T01:00,67.5,87,70.4,0.000,0
2024-08-16T02:00,67.0,86,69.7,0.000,0
2024-08-16T03:00,66.8,85,69.2,0.000,0
2024-08-16T04:00,66.2,86,68.5,0.000,0
2024-08-16T05:00,65.7,88,68.3,0.000,0
2024-08-16T06:00,64.8,91,67.3,0.000,0
2024-08-16T07:00,67.3,86,70.3,0.000,0
2024-08-16T08:00,71.3,77,75.4,0.000,0
2024-08-16T09:00,75.9,69,79.8,0.000,0
2024-08-16T10:00,79.7,62,83.8,0.000,0
2024-08-16T11:00,82.3,56,87.9,0.000,0
2024-08-16T12:00,83.8,51,89.6,0.000,0
2024-08-16T13:00,85.1,47,91.3,0.000,0
2024-08-16T14:00,86.0,44,92.0,0.000,0
2024-08-16T15:00,86.4,43,91.2,0.000,0
2024-08-16T16:00,86.0,44,89.0,0.000,0
2024-08-16T17:00,84.5,50,86.4,0.000,1
2024-08-16T18:00,79.9,67,82.0,0.000,1
2024-08-16T19:00,76.5,76,78.9,0.000,0
2024-08-16T20:00,74.1,87,77.9,0.000,1
2024-08-16T21:00,72.4,92,76.3,0.000,1
2024-08-16T22:00,71.9,94,76.6,0.000,1
2024-08-16T23:00,71.4,94,75.9,0.000,0
2024-08-17T00:00,70.6,96,75.8,0.000,0
2024-08-17T01:00,70.1,97,75.6,0.000,0
2024-08-17T02:00,69.8,97,75.1,0.000,1
2024-08-17T03:00,69.6,97,74.8,0.000,1
2024-08-17T04:00,69.1,97,74.4,0.000,0
2024-08-17T05:00,69.2,97,74.6,0.000,2
2024-08-17T06:00,69.8,97,74.6,0.000,2
2024-08-17T07:00,70.9,95,76.0,0.000,1
2024-08-17T08:00,73.6,85,76.8,0.000,2
2024-08-17T09:00,74.8,84,78.2,0.004,51
2024-08-17T10:00,77.6,77,80.5,0.008,51
2024-08-17T11:00,79.3,67,81.5,0.004,51
2024-08-17T12:00,78.7,69,79.8,0.000,3
2024-08-17T13:00,77.1,74,78.2,0.000,2
2024-08-17T14:00,77.0,74,77.8,0.000,1
2024-08-17T15:00,77.6,72,78.3,0.000,2
2024-08-17T16:00,78.9,65,79.4,0.000,2
2024-08-17T17:00,76.5,74,76.9,0.000,3
2024-08-17T18:00,75.5,76,76.3,0.000,3
2024-08-17T19:00,74.5,81,76.2,0.000,3
2024-08-17T20:00,73.9,86,77.3,0.000,3
2024-08-17T21:00,72.3,90,77.5,0.000,2
2024-08-17T22:00,71.8,93,77.0,0.004,51
2024-08-17T23:00,71.4,98,78.7,0.161,63
2024-08-18T00:00,71.3,96,76.7,0.004,51
2024-08-18T01:00,71.2,96,76.1,0.000,2
2024-08-18T02:00,71.6,93,75.4,0.000,3
2024-08-18T03:00,71.0,93,74.7,0.008,51
2024-08-18T04:00,70.8,94,75.8,0.161,63
2024-08-18T05:00,71.0,93,74.6,0.020,53
2024-08-18T06:00,71.0,88,73.2,0.016,51
2024-08-18T07:00,70.5,93,74.2,0.122,63
2024-08-18T08:00,70.9,93,74.2,0.091,61
2024-08-18T09:00,71.7,93,75.4,0.051,61
2024-08-18T10:00,72.5,90,74.3,0.012,51
2024-08-18T11:00,75.2,81,76.0,0.020,53
2024-08-18T12:00,75.3,84,78.2,0.024,53
2024-08-18T13:00,73.4,86,75.2,0.008,51
2024-08-18T14:00,73.4,87,76.2,0.079,61
2024-08-18T15:00,76.3,80,77.9,0.004,51
2024-08-18T16:00,77.9,77,79.7,0.008,51
2024-08-18T17:00,76.4,81,77.9,0.094,61
2024-08-18T18:00,75.8,84,78.1,0.004,51
2024-08-18T19:00,75.2,87,79.7,0.016,51
2024-08-18T20:00,73.5,92,79.1,0.008,51
2024-08-18T21:00,70.7,94,75.3,0.031,53
2024-08-18T22:00,69.8,97,76.1,0.157,63
2024-08-18T23:00,69.7,96,75.9,0.146,63
2024-08-19T00:00,68.2,98,72.6,0.634,65
2024-08-19T01:00,68.6,98,72.0,0.008,51
2024-08-19T02:00,69.0,98,74.5,0.008,51
2024-08-19T03:00,69.0,98,75.0,0.016,51
2024-08-19T04:00,69.1,97,76.1,0.000,3
2024-08-19T05:00,69.2,98,75.7,0.000,3
2024-08-19T06:00,68.7,99,74.7,0.000,3
2024-08-19T07:00,69.1,98,74.2,0.000,3
2024-08-19T08:00,70.2,95,75.0,0.000,3
2024-08-19T09:00,73.2,91,80.3,0.004,51
2024-08-19T10:00,75.7,86,82.8,0.008,51
2024-08-19T11:00,77.9,76,84.3,0.008,51
2024-08-19T12:00,79.8,71,87.2,0.008,51
2024-08-19T13:00,81.5,69,89.2,0.008,51
2024-08-19T14:00,82.9,64,89.7,0.008,51
2024-08-19T15:00,79.2,72,82.6,0.118,63
2024-08-19T16:00,74.6,88,79.0,0.154,63
2024-08-19T17:00,73.2,78,74.4,0.169,63
2024-08-19T18:00,72.9,84,77.8,0.012,51
2024-08-19T19:00,73.9,84,78.8,0.000,1
2024-08-19T20:00,72.8,83,75.9,0.000,2
2024-08-19T21:00,71.5,83,72.2,0.004,51
2024-08-19T22:00,69.9,82,69.9,0.004,51
2024-08-19T23:00,68.3,83,67.8,0.000,1
2024-08-20T00:00,66.3,81,64.6,0.000,1
2024-08-20T01:00,64.9,79,62.8,0.000,1
2024-08-20T02:00,64.2,76,61.5,0.000,2
2024-08-20T03:00,63.5,74,60.7,0.004,51
2024-08-20T04:00,63.2,71,60.1,0.000,1
2024-08-20T05:00,62.0,73,59.4,0.000,3
2024-08-20T06:00,62.4,68,58.9,0.000,3
2024-08-20T07:00,62.5,67,58.9,0.000,3
2024-08-20T08:00,62.5,66,58.4,0.000,3
2024-08-20T09:00,63.5,65,58.4,0.000,0
2024-08-20T10:00,65.3,60,60.4,0.000,0
2024-08-20T11:00,67.1,55,63.4,0.000,0
2024-08-20T12:00,69.0,50,66.6,0.000,0
2024-08-20T13:00,70.7,48,68.7,0.000,0
2024-08-20T14:00,71.4,46,68.7,0.000,0
2024-08-20T15:00,72.1,44,68.8,0.000,0
2024-08-20T16:00,72.2,43,67.4,0.000,0
2024-08-20T17:00,71.9,41,65.8,0.000,0
2024-08-20T18:00,70.7,41,63.7,0.000,0
2024-08-20T19:00,67.6,50,62.6,0.000,0
2024-08-20T20:00,64.4,56,62.0,0.000,0
2024-08-20T21:00,62.8,64,60.4,0.000,0
2024-08-20T22:00,62.5,64,59.1,0.000,0
2024-08-20T23:00,61.4,65,57.8,0.000,0
2024-08-21T00:00,59.9,68,56.7,0.000,0
2024-08-21T01:00,58.7,71,55.4,0.000,0
2024-08-21T02:00,57.8,73,54.3,0.000,0
2024-08-21T03:00,57.0,75,53.7,0.000,0
2024-08-21T04:00,56.4,76,53.0,0.000,0
2024-08-21T05:00,55.7,78,52.5,0.000,0
2024-08-21T06:00,55.0,80,52.3,0.000,0
2024-08-21T07:00,55.8,81,53.4,0.000,0
2024-08-21T08:00,58.6,75,56.1,0.000,0
2024-08-21T09:00,62.7,66,59.1,0.000,0
2024-08-21T10:00,65.5,60,61.9,0.000,0
2024-08-21T11:00,68.3,51,65.8,0.000,0
2024-08-21T12:00,70.0,46,67.9,0.000,0
2024-08-21T13:00,70.8,43,68.1,0.000,0
2024-08-21T14:00,71.6,41,68.3,0.000,0
2024-08-21T15:00,72.2,39,67.7,0.000,0
2024-08-21T16:00,72.5,40,67.5,0.000,0
2024-08-21T17:00,72.4,39,66.9,0.000,0
2024-08-21T18:00,71.6,41,65.2,0.000,1
2024-08-21T19:00,69.5,47,66.1,0.000,0
2024-08-21T20:00,65.3,56,62.8,0.000,0
2024-08-21T21:00,63.5,61,60.3,0.000,0
2024-08-21T22:00,62.1,65,59.1,0.000,0
2024-08-21T23:00,60.8,68,57.6,0.000,0
2024-08-22T00:00,59.9,70,56.6,0.000,0
2024-08-22T01:00,58.6,74,55.9,0.000,0
2024-08-22T02:00,57.5,77,55.2,0.000,0
2024-08-22T03:00,56.8,79,54.6,0.000,0
2024-08-22T04:00,56.2,81,54.2,0.000,0
2024-08-22T05:00,55.0,84,53.4,0.000,0
2024-08-22T06:00,54.3,87,52.5,0.000,0
2024-08-22T07:00,56.5,82,54.9,0.000,0
2024-08-22T08:00,60.5,74,58.9,0.000,0
2024-08-22T09:00,65.3,63,63.3,0.000,0
2024-08-22T10:00,69.1,56,66.9,0.000,0
2024-08-22T11:00,72.4,49,70.8,0.000,0
2024-08-22T12:00,74.5,43,72.4,0.000,0
2024-08-22T13:00,74.8,42,71.5,0.000,1
2024-08-22T14:00,74.9,42,70.7,0.000,2
2024-08-22T15:00,75.4,41,72.1,0.000,1
2024-08-22T16:00,76.0,41,72.2,0.000,1
